encoder,task,design,fold,repeat,grid,n_train,median_nn_train_dist
uni_v2,LUNG,blocked,0,0,10,1890,1096.0
uni_v2,LUNG,blocked_buffered,0,0,10,654,2720.5378813382713
uni_v2,LUNG,blocked,0,1,4,1660,2558.0
uni_v2,LUNG,blocked_buffered,0,1,4,1129,3289.0
uni_v2,LUNG,blocked,0,1,6,1879,1460.0
uni_v2,LUNG,blocked_buffered,0,1,6,900,2222.3456076857174
uni_v2,LUNG,blocked,0,1,10,1899,1095.0
uni_v2,LUNG,blocked,0,2,4,1680,2191.0
uni_v2,LUNG,blocked_buffered,0,2,4,1068,2923.0
uni_v2,LUNG,blocked,0,2,6,1912,1462.0
uni_v2,LUNG,blocked_buffered,0,2,6,966,2558.0
uni_v2,LUNG,blocked,0,2,10,1905,817.5065748971075
uni_v2,LUNG,blocked_buffered,0,2,10,569,2782.908550419866
uni_v2,LUNG,blocked,0,3,4,1799,2192.0
uni_v2,LUNG,blocked_buffered,0,3,4,1165,3010.8372589696705
uni_v2,LUNG,blocked,0,3,6,1850,1505.9037153815646
uni_v2,LUNG,blocked_buffered,0,3,6,995,2558.0
uni_v2,LUNG,blocked,0,3,10,1896,1096.0
uni_v2,LUNG,blocked_buffered,0,3,10,678,2556.0
uni_v2,LUNG,blocked,0,4,4,1769,2128.8121100745366
uni_v2,LUNG,blocked_buffered,0,4,4,1108,2921.0
uni_v2,LUNG,blocked,0,4,6,1904,1462.0
uni_v2,LUNG,blocked_buffered,0,4,6,1038,2581.9297046976317
uni_v2,LUNG,blocked,0,4,10,1907,817.0593613685605
uni_v2,LUNG,blocked_buffered,0,4,10,516,2450.7305033397697
uni_v2,LUNG,blocked,1,0,4,3124,1097.0
uni_v2,LUNG,blocked_buffered,1,0,4,2357,1828.0
uni_v2,LUNG,blocked,1,0,6,3223,1095.0
uni_v2,LUNG,blocked_buffered,1,0,6,2177,1826.0
uni_v2,LUNG,blocked,1,0,10,3246,730.0
uni_v2,LUNG,blocked_buffered,1,0,10,1628,1462.0
uni_v2,LUNG,blocked,1,1,4,3141,1097.0
uni_v2,LUNG,blocked_buffered,1,1,4,2343,1828.0
uni_v2,LUNG,blocked,1,1,6,3145,1095.0
uni_v2,LUNG,blocked_buffered,1,1,6,2093,1827.0
uni_v2,LUNG,blocked,1,1,10,3227,731.0
uni_v2,LUNG,blocked_buffered,1,1,10,1635,1826.0
uni_v2,LUNG,blocked,1,2,4,2956,1097.0
uni_v2,LUNG,blocked_buffered,1,2,4,2153,2191.0
uni_v2,LUNG,blocked,1,2,6,3168,1095.0
uni_v2,LUNG,blocked_buffered,1,2,6,2172,1827.0
uni_v2,LUNG,blocked,1,2,10,3205,730.0
uni_v2,LUNG,blocked_buffered,1,2,10,1523,1825.0
uni_v2,LUNG,blocked,1,3,4,3077,1096.0
uni_v2,LUNG,blocked_buffered,1,3,4,2175,1827.0
uni_v2,LUNG,blocked,1,3,6,3174,1095.0
uni_v2,LUNG,blocked_buffered,1,3,6,2133,1826.0
uni_v2,LUNG,blocked,1,3,10,3230,730.0
uni_v2,LUNG,blocked_buffered,1,3,10,1530,1505.9037153815646
uni_v2,LUNG,blocked,1,4,4,3191,1462.0
uni_v2,LUNG,blocked_buffered,1,4,4,2516,2192.0
uni_v2,LUNG,blocked,1,4,6,3193,731.0
uni_v2,LUNG,blocked_buffered,1,4,6,2047,1826.0
uni_v2,LUNG,blocked,1,4,10,3230,730.0
uni_v2,LUNG,blocked_buffered,1,4,10,1640,1506.1464072260703
uni_v2,LYMPH_IDC,blocked,0,0,4,14064,1600.9587752343905
uni_v2,LYMPH_IDC,blocked_buffered,0,0,4,12478,2234.7841059037446
uni_v2,LYMPH_IDC,blocked,0,0,6,14552,1097.0072925919865
uni_v2,LYMPH_IDC,blocked_buffered,0,0,6,12466,1829.0068343229339
uni_v2,LYMPH_IDC,blocked,0,0,10,14896,636.0007861630361
uni_v2,LYMPH_IDC,blocked_buffered,0,0,10,10768,1317.2110688875948
uni_v2,LYMPH_IDC,blocked,0,1,4,14060,1825.0010958900818
uni_v2,LYMPH_IDC,blocked_buffered,0,1,4,12665,2541.0031483648345
uni_v2,LYMPH_IDC,blocked,0,1,6,14701,1097.0113946536744
uni_v2,LYMPH_IDC,blocked_buffered,0,1,6,12639,1829.017495815718
uni_v2,LYMPH_IDC,blocked,0,1,10,14839,636.0007861630361
uni_v2,LYMPH_IDC,blocked_buffered,0,1,10,10830,1316.7270028369587
uni_v2,LYMPH_IDC,blocked,0,2,4,14620,1675.6825475011667
uni_v2,LYMPH_IDC,blocked_buffered,0,2,4,13252,2397.7027493521027
uni_v2,LYMPH_IDC,blocked,0,2,6,14447,971.772092622545
uni_v2,LYMPH_IDC,blocked_buffered,0,2,6,12050,1676.1056052647757
uni_v2,LYMPH_IDC,blocked,0,2,10,14858,636.0007861630361
uni_v2,LYMPH_IDC,blocked_buffered,0,2,10,10957,1318.4394183758277
uni_v2,LYMPH_IDC,blocked,0,3,4,14092,1462.0123118496642
uni_v2,LYMPH_IDC,blocked_buffered,0,3,4,12445,2194.0184593571676
uni_v2,LYMPH_IDC,blocked,0,3,6,14794,1095.001826482495
uni_v2,LYMPH_IDC,blocked_buffered,0,3,6,12618,1826.0024644014038
uni_v2,LYMPH_IDC,blocked,0,3,10,14895,635.0031495984882
uni_v2,LYMPH_IDC,blocked_buffered,0,3,10,10663,1316.48775155715
uni_v2,LYMPH_IDC,blocked,0,4,4,14352,1600.9587752343905
uni_v2,LYMPH_IDC,blocked_buffered,0,4,4,12797,2234.264979808796
uni_v2,LYMPH_IDC,blocked,0,4,6,14838,971.772092622545
uni_v2,LYMPH_IDC,blocked_buffered,0,4,6,12535,1676.2914424407231
uni_v2,LYMPH_IDC,blocked,0,4,10,14910,636.0007861630361
uni_v2,LYMPH_IDC,blocked_buffered,0,4,10,10749,1316.7270028369587
uni_v2,LYMPH_IDC,blocked,1,0,4,14076,1825.0068493022156
uni_v2,LYMPH_IDC,blocked_buffered,1,0,4,12667,2541.0031483648345
uni_v2,LYMPH_IDC,blocked,1,0,6,14700,971.6305882381431
uni_v2,LYMPH_IDC,blocked_buffered,1,0,6,12267,1675.2159536477693
uni_v2,LYMPH_IDC,blocked,1,0,10,14871,636.0031446463138
uni_v2,LYMPH_IDC,blocked_buffered,1,0,10,10927,1318.185495292677
uni_v2,LYMPH_IDC,blocked,1,1,4,14044,1463.0054682057753
uni_v2,LYMPH_IDC,blocked_buffered,1,1,4,12381,2195.0056947534326
uni_v2,LYMPH_IDC,blocked,1,1,6,14564,971.1735169371125
uni_v2,LYMPH_IDC,blocked_buffered,1,1,6,12065,1673.530698851981
uni_v2,LYMPH_IDC,blocked,1,1,10,14840,636.0007861630361
uni_v2,LYMPH_IDC,blocked_buffered,1,1,10,10651,1316.4835737676335
uni_v2,LYMPH_IDC,blocked,1,2,4,14092,1600.9262943683573
uni_v2,LYMPH_IDC,blocked_buffered,1,2,4,12551,2234.7841059037446
uni_v2,LYMPH_IDC,blocked,1,2,6,14825,971.9629622573074
uni_v2,LYMPH_IDC,blocked_buffered,1,2,6,12610,1676.6648442667365
uni_v2,LYMPH_IDC,blocked,1,2,10,14920,636.0007861630361
uni_v2,LYMPH_IDC,blocked_buffered,1,2,10,10853,1316.7270028369587
uni_v2,LYMPH_IDC,blocked,1,3,4,14332,1598.85584090624
uni_v2,LYMPH_IDC,blocked_buffered,1,3,4,12699,2230.9354540192326
uni_v2,LYMPH_IDC,blocked,1,3,6,14703,1097.0041020889576
uni_v2,LYMPH_IDC,blocked_buffered,1,3,6,12561,1829.0043739696196
uni_v2,LYMPH_IDC,blocked,1,3,10,14882,635.0031495984882
uni_v2,LYMPH_IDC,blocked_buffered,1,3,10,10659,1316.4835737676335
uni_v2,LYMPH_IDC,blocked,1,4,4,14284,1828.0101203191482
uni_v2,LYMPH_IDC,blocked_buffered,1,4,4,12894,2542.0051140774935
uni_v2,LYMPH_IDC,blocked,1,4,6,14545,1271.0035405143449
uni_v2,LYMPH_IDC,blocked_buffered,1,4,6,12538,1906.006558225863
uni_v2,LYMPH_IDC,blocked,1,4,10,14905,636.0007861630361
uni_v2,LYMPH_IDC,blocked_buffered,1,4,10,10786,1316.7270028369587
uni_v2,LYMPH_IDC,blocked,2,0,4,14640,1598.1689522700658
uni_v2,LYMPH_IDC,blocked_buffered,2,0,4,13130,2230.9354540192326
uni_v2,LYMPH_IDC,blocked,2,0,6,14803,970.8326323316496
uni_v2,LYMPH_IDC,blocked_buffered,2,0,6,12403,1672.9237878636313
uni_v2,LYMPH_IDC,blocked,2,0,10,14870,636.0007861630361
uni_v2,LYMPH_IDC,blocked_buffered,2,0,10,10918,1317.4536044961887
uni_v2,LYMPH_IDC,blocked,2,1,4,14672,1675.8165174027854
uni_v2,LYMPH_IDC,blocked_buffered,2,1,4,13318,2397.989157606848
uni_v2,LYMPH_IDC,blocked,2,1,6,14697,971.8153116719246
uni_v2,LYMPH_IDC,blocked_buffered,2,1,6,12386,1676.4110474462998
uni_v2,LYMPH_IDC,blocked,2,1,10,14907,636.0031446463138
uni_v2,LYMPH_IDC,blocked_buffered,2,1,10,10975,1318.185495292677
uni_v2,LYMPH_IDC,blocked,2,2,4,14368,1676.218661153729
uni_v2,LYMPH_IDC,blocked_buffered,2,2,4,12960,2398.3802867768904
uni_v2,LYMPH_IDC,blocked,2,2,6,14690,1096.0004562042845
uni_v2,LYMPH_IDC,blocked_buffered,2,2,6,12397,1826.0068455512428
uni_v2,LYMPH_IDC,blocked,2,2,10,14904,636.0007861630361
uni_v2,LYMPH_IDC,blocked_buffered,2,2,10,10785,1316.980258014523
uni_v2,LYMPH_IDC,blocked,2,3,4,14380,1598.739816230271
uni_v2,LYMPH_IDC,blocked_buffered,2,3,4,12872,2230.9354540192326
uni_v2,LYMPH_IDC,blocked,2,3,6,14575,972.154823060607
uni_v2,LYMPH_IDC,blocked_buffered,2,3,6,12272,1825.002465751759
uni_v2,LYMPH_IDC,blocked,2,3,10,14881,636.0007861630361
uni_v2,LYMPH_IDC,blocked_buffered,2,3,10,10785,1316.7270028369587
uni_v2,LYMPH_IDC,blocked,2,4,4,14636,1463.0123034342535
uni_v2,LYMPH_IDC,blocked_buffered,2,4,4,13121,2195.0082004402625
uni_v2,LYMPH_IDC,blocked,2,4,6,14704,971.1735169371125
uni_v2,LYMPH_IDC,blocked_buffered,2,4,6,12293,1673.8724563120095
uni_v2,LYMPH_IDC,blocked,2,4,10,14912,636.0007861630361
uni_v2,LYMPH_IDC,blocked_buffered,2,4,10,10914,1317.2110688875948
uni_v2,LYMPH_IDC,blocked,3,0,4,14348,1944.03008058233
uni_v2,LYMPH_IDC,blocked_buffered,3,0,4,13144,2756.2282198685944
uni_v2,LYMPH_IDC,blocked,3,0,6,14687,971.1735169371125
uni_v2,LYMPH_IDC,blocked_buffered,3,0,6,12341,1675.6825475011667
uni_v2,LYMPH_IDC,blocked,3,0,10,14917,636.0007861630361
uni_v2,LYMPH_IDC,blocked_buffered,3,0,10,10846,1316.7270028369587
uni_v2,LYMPH_IDC,blocked,3,1,4,14000,1598.739816230271
uni_v2,LYMPH_IDC,blocked_buffered,3,1,4,12345,2231.191833975734
uni_v2,LYMPH_IDC,blocked,3,1,6,14570,968.3986782312335
uni_v2,LYMPH_IDC,blocked_buffered,3,1,6,11929,1601.1936172743133
uni_v2,LYMPH_IDC,blocked,3,1,10,14832,636.0031446463138
uni_v2,LYMPH_IDC,blocked_buffered,3,1,10,10946,1317.4585382470295
uni_v2,LYMPH_IDC,blocked,3,2,4,14048,1826.0024644014038
uni_v2,LYMPH_IDC,blocked_buffered,3,2,4,12621,2541.0070838153915
uni_v2,LYMPH_IDC,blocked,3,2,6,14678,970.7903996229052
uni_v2,LYMPH_IDC,blocked_buffered,3,2,6,12144,1672.8909109681958
uni_v2,LYMPH_IDC,blocked,3,2,10,14890,636.0007861630361
uni_v2,LYMPH_IDC,blocked_buffered,3,2,10,10736,1316.248076921672
uni_v2,LYMPH_IDC,blocked,3,3,4,14348,1673.8724563120095
uni_v2,LYMPH_IDC,blocked_buffered,3,3,4,12915,2394.881625467113
uni_v2,LYMPH_IDC,blocked,3,3,6,14564,971.772092622545
uni_v2,LYMPH_IDC,blocked_buffered,3,3,6,12160,1675.8165174027854
uni_v2,LYMPH_IDC,blocked,3,3,10,14881,636.0007861630361
uni_v2,LYMPH_IDC,blocked_buffered,3,3,10,10880,1317.2110688875948
uni_v2,LYMPH_IDC,blocked,3,4,4,13772,1943.7754495692611
uni_v2,LYMPH_IDC,blocked_buffered,3,4,4,12458,2756.752618571351
uni_v2,LYMPH_IDC,blocked,3,4,6,14694,971.1735169371125
uni_v2,LYMPH_IDC,blocked_buffered,3,4,6,12254,1673.7180168714203
uni_v2,LYMPH_IDC,blocked,3,4,10,14878,636.0031446463138
uni_v2,LYMPH_IDC,blocked_buffered,3,4,10,11038,1318.6667509268595
uni_v2,PAAD,blocked,0,0,4,5260,1825.0
uni_v2,PAAD,blocked_buffered,0,0,4,4419,2922.0
uni_v2,PAAD,blocked,0,0,6,5490,1096.0
uni_v2,PAAD,blocked_buffered,0,0,6,4311,2191.0
uni_v2,PAAD,blocked,0,0,10,5543,730.0
uni_v2,PAAD,blocked_buffered,0,0,10,3189,1462.0
uni_v2,PAAD,blocked,0,1,4,5252,1461.0
uni_v2,PAAD,blocked_buffered,0,1,4,4277,2192.0
uni_v2,PAAD,blocked,0,1,6,5392,1095.0
uni_v2,PAAD,blocked_buffered,0,1,6,4034,2191.0
uni_v2,PAAD,blocked,0,1,10,5510,730.0
uni_v2,PAAD,blocked_buffered,0,1,10,3405,1826.0
uni_v2,PAAD,blocked,0,2,4,5183,1461.0
uni_v2,PAAD,blocked_buffered,0,2,4,4158,2192.0
uni_v2,PAAD,blocked,0,2,6,5458,1095.0
uni_v2,PAAD,blocked_buffered,0,2,6,4091,2191.0
uni_v2,PAAD,blocked,0,2,10,5469,730.0
uni_v2,PAAD,blocked_buffered,0,2,10,3212,1825.0
uni_v2,PAAD,blocked,0,3,4,5414,1461.0
uni_v2,PAAD,blocked_buffered,0,3,4,4368,2192.0
uni_v2,PAAD,blocked,0,3,6,5390,1095.0
uni_v2,PAAD,blocked_buffered,0,3,6,3970,2191.0
uni_v2,PAAD,blocked,0,3,10,5548,730.0
uni_v2,PAAD,blocked_buffered,0,3,10,3150,1825.0
uni_v2,PAAD,blocked,0,4,4,5289,1461.0
uni_v2,PAAD,blocked_buffered,0,4,4,4391,2192.0
uni_v2,PAAD,blocked,0,4,6,5436,1095.0
uni_v2,PAAD,blocked_buffered,0,4,6,4023,2066.166014627092
uni_v2,PAAD,blocked,0,4,10,5514,730.0
uni_v2,PAAD,blocked_buffered,0,4,10,3202,1461.0
uni_v2,PAAD,blocked,1,0,4,3586,1826.0
uni_v2,PAAD,blocked_buffered,1,0,4,2421,2922.0
uni_v2,PAAD,blocked,1,0,6,3828,1460.0
uni_v2,PAAD,blocked_buffered,1,0,6,2271,2192.0
uni_v2,PAAD,blocked,1,0,10,3889,731.0
uni_v2,PAAD,blocked_buffered,1,0,10,1718,2191.0
uni_v2,PAAD,blocked,1,1,4,3617,2192.0
uni_v2,PAAD,blocked_buffered,1,1,4,2597,3130.316940043574
uni_v2,PAAD,blocked,1,1,6,3873,1461.0
uni_v2,PAAD,blocked_buffered,1,1,6,2320,2556.0
uni_v2,PAAD,blocked,1,1,10,3898,731.0
uni_v2,PAAD,blocked_buffered,1,1,10,1594,2191.0
uni_v2,PAAD,blocked,1,2,4,3829,2190.5
uni_v2,PAAD,blocked_buffered,1,2,4,2789,2922.0
uni_v2,PAAD,blocked,1,2,6,3808,1461.0
uni_v2,PAAD,blocked_buffered,1,2,6,2259,2338.545915734818
uni_v2,PAAD,blocked,1,2,10,3929,731.0
uni_v2,PAAD,blocked_buffered,1,2,10,1647,2192.0
uni_v2,PAAD,blocked,1,3,4,3580,2192.0
uni_v2,PAAD,blocked_buffered,1,3,4,2496,3286.0
uni_v2,PAAD,blocked,1,3,6,3761,1096.0
uni_v2,PAAD,blocked_buffered,1,3,6,2020,2309.411396871506
uni_v2,PAAD,blocked,1,3,10,3941,731.0
uni_v2,PAAD,blocked_buffered,1,3,10,1550,2129.669457920642
uni_v2,PAAD,blocked,1,4,4,3709,1827.0
uni_v2,PAAD,blocked_buffered,1,4,4,2650,2922.0
uni_v2,PAAD,blocked,1,4,6,3808,1461.0
uni_v2,PAAD,blocked_buffered,1,4,6,2193,2338.545915734818
uni_v2,PAAD,blocked,1,4,10,3905,731.0
uni_v2,PAAD,blocked_buffered,1,4,10,1595,2192.0
uni_v2,PAAD,blocked,2,0,4,5224,1460.0
uni_v2,PAAD,blocked_buffered,2,0,4,4154,2192.0
uni_v2,PAAD,blocked,2,0,6,5542,731.0
uni_v2,PAAD,blocked_buffered,2,0,6,3992,1826.0
uni_v2,PAAD,blocked,2,0,10,5598,730.0
uni_v2,PAAD,blocked_buffered,2,0,10,3567,1826.0
uni_v2,PAAD,blocked,2,1,4,5345,1461.0
uni_v2,PAAD,blocked_buffered,2,1,4,4474,2557.0
uni_v2,PAAD,blocked,2,1,6,5488,731.0
uni_v2,PAAD,blocked_buffered,2,1,6,3970,1826.0
uni_v2,PAAD,blocked,2,1,10,5576,730.0
uni_v2,PAAD,blocked_buffered,2,1,10,3434,1505.9037153815646
uni_v2,PAAD,blocked,2,2,4,5161,1461.0
uni_v2,PAAD,blocked_buffered,2,2,4,4241,2557.0
uni_v2,PAAD,blocked,2,2,6,5518,1095.0
uni_v2,PAAD,blocked_buffered,2,2,6,4190,2191.0
uni_v2,PAAD,blocked,2,2,10,5609,730.0
uni_v2,PAAD,blocked_buffered,2,2,10,3568,1825.0
uni_v2,PAAD,blocked,2,3,4,5330,1461.0
uni_v2,PAAD,blocked_buffered,2,3,4,4485,2557.0
uni_v2,PAAD,blocked,2,3,6,5472,1096.0
uni_v2,PAAD,blocked_buffered,2,3,6,4241,2191.0
uni_v2,PAAD,blocked,2,3,10,5583,730.0
uni_v2,PAAD,blocked_buffered,2,3,10,3494,1825.0
uni_v2,PAAD,blocked,2,4,4,5430,1461.0
uni_v2,PAAD,blocked_buffered,2,4,4,4656,2557.0
uni_v2,PAAD,blocked,2,4,6,5521,731.0
uni_v2,PAAD,blocked_buffered,2,4,6,4030,1827.0
uni_v2,PAAD,blocked,2,4,10,5534,730.0
uni_v2,PAAD,blocked_buffered,2,4,10,3277,1633.6713255731704
uni_v2,PRAD,blocked,0,0,4,34552,1032.2344694884007
uni_v2,PRAD,blocked_buffered,0,0,4,27494,1515.001320131438
uni_v2,PRAD,blocked,0,0,6,35473,761.2332099954651
uni_v2,PRAD,blocked_buffered,0,0,6,24987,1220.0
uni_v2,PRAD,blocked,0,0,10,36402,497.7569688110856
uni_v2,PRAD,blocked_buffered,0,0,10,19113,994.786409235671
uni_v2,PRAD,blocked,0,1,4,34512,1047.00047755481
uni_v2,PRAD,blocked_buffered,0,1,4,27418,1527.0013097571332
uni_v2,PRAD,blocked,0,1,6,35779,762.3417868646583
uni_v2,PRAD,blocked_buffered,0,1,6,25783,1226.08727258707
uni_v2,PRAD,blocked,0,1,10,36431,496.89133620943727
uni_v2,PRAD,blocked_buffered,0,1,10,19082,994.2841646129139
uni_v2,PRAD,blocked,0,2,4,34270,1046.0
uni_v2,PRAD,blocked_buffered,0,2,4,27335,1523.5632576299547
uni_v2,PRAD,blocked,0,2,6,35947,757.7334623731488
uni_v2,PRAD,blocked_buffered,0,2,6,25403,1172.0
uni_v2,PRAD,blocked,0,2,10,36352,499.0
uni_v2,PRAD,blocked_buffered,0,2,10,19433,998.0
uni_v2,PRAD,blocked,0,3,4,34435,1056.485210497525
uni_v2,PRAD,blocked_buffered,0,3,4,27844,1530.0013071889841
uni_v2,PRAD,blocked,0,3,6,35474,759.3345771134092
uni_v2,PRAD,blocked_buffered,0,3,6,25000,1192.6560403462177
uni_v2,PRAD,blocked,0,3,10,36401,499.0
uni_v2,PRAD,blocked_buffered,0,3,10,19299,998.0
uni_v2,PRAD,blocked,0,4,4,35009,1144.1415996282979
uni_v2,PRAD,blocked_buffered,0,4,4,28293,1631.0567126865944
uni_v2,PRAD,blocked,0,4,6,35848,759.9506562928938
uni_v2,PRAD,blocked_buffered,0,4,6,25654,1212.5008250819465
uni_v2,PRAD,blocked,0,4,10,36299,497.3932046178355
uni_v2,PRAD,blocked_buffered,0,4,10,19045,995.1492350396497
uni_v2,PRAD,blocked,1,0,4,23332,1319.6927671704852
uni_v2,PRAD,blocked_buffered,1,0,4,16476,1793.1213009721343
uni_v2,PRAD,blocked,1,0,6,24626,873.0051546239575
uni_v2,PRAD,blocked_buffered,1,0,6,14590,1367.7697174597777
uni_v2,PRAD,blocked,1,0,10,25375,524.7208781819149
uni_v2,PRAD,blocked_buffered,1,0,10,9745,1062.3676388143608
uni_v2,PRAD,blocked,1,1,4,23518,1386.2651215310666
uni_v2,PRAD,blocked_buffered,1,1,4,16928,1881.681428935302
uni_v2,PRAD,blocked,1,1,6,24894,882.0124715671542
uni_v2,PRAD,blocked_buffered,1,1,6,15139,1434.0
uni_v2,PRAD,blocked,1,1,10,25556,525.5416253732905
uni_v2,PRAD,blocked_buffered,1,1,10,9687,1060.0117923872356
uni_v2,PRAD,blocked,1,2,4,23624,1397.0
uni_v2,PRAD,blocked_buffered,1,2,4,17233,1919.74425380049
uni_v2,PRAD,blocked,1,2,6,24887,911.0
uni_v2,PRAD,blocked_buffered,1,2,6,15482,1465.0013651870772
uni_v2,PRAD,blocked,1,2,10,25481,574.0008710794784
uni_v2,PRAD,blocked_buffered,1,2,10,9699,1092.6467864776796
uni_v2,PRAD,blocked,1,3,4,23625,1389.9712227236937
uni_v2,PRAD,blocked_buffered,1,3,4,17221,1909.3716243832682
uni_v2,PRAD,blocked,1,3,6,24835,879.0
uni_v2,PRAD,blocked_buffered,1,3,6,14891,1396.0
uni_v2,PRAD,blocked,1,3,10,25501,575.6474615595903
uni_v2,PRAD,blocked_buffered,1,3,10,10054,1089.0018365457424
uni_v2,PRAD,blocked,1,4,4,23746,1345.683096918671
uni_v2,PRAD,blocked_buffered,1,4,4,17029,1853.443395287894
uni_v2,PRAD,blocked,1,4,6,24776,973.3370433719247
uni_v2,PRAD,blocked_buffered,1,4,6,15167,1489.3075572224832
uni_v2,PRAD,blocked,1,4,10,25411,574.0
uni_v2,PRAD,blocked_buffered,1,4,10,9835,1064.643132697525
uni_v2,READ,blocked,0,0,4,3472,954.245775468773
uni_v2,READ,blocked_buffered,0,0,4,2407,1426.7080990868456
uni_v2,READ,blocked,0,0,6,3638,758.0
uni_v2,READ,blocked_buffered,0,0,6,2217,1211.8291958852947
uni_v2,READ,blocked,0,0,10,3765,435.00114942376877
uni_v2,READ,blocked_buffered,0,0,10,1413,950.8022928032935
uni_v2,READ,blocked,0,1,4,3552,1089.0
uni_v2,READ,blocked_buffered,0,1,4,2541,1522.0003285150763
uni_v2,READ,blocked,0,1,6,3700,655.4029295021498
uni_v2,READ,blocked_buffered,0,1,6,2154,1137.0
uni_v2,READ,blocked,0,1,10,3766,435.0
uni_v2,READ,blocked_buffered,0,1,10,1394,949.6025484380294
uni_v2,READ,blocked,0,2,4,3581,1088.0
uni_v2,READ,blocked_buffered,0,2,4,2490,1514.0003302509547
uni_v2,READ,blocked,0,2,6,3728,653.0
uni_v2,READ,blocked_buffered,0,2,6,2060,1131.3399135538355
uni_v2,READ,blocked,0,2,10,3746,435.0
uni_v2,READ,blocked_buffered,0,2,10,1281,948.5694492234082
uni_v2,READ,blocked,0,3,4,3596,870.0005747124538
uni_v2,READ,blocked_buffered,0,3,4,2414,1328.3166038260608
uni_v2,READ,blocked,0,3,6,3742,653.0
uni_v2,READ,blocked_buffered,0,3,6,2043,1135.0004405285488
uni_v2,READ,blocked,0,3,10,3774,435.0
uni_v2,READ,blocked_buffered,0,3,10,1225,948.5694492234082
uni_v2,READ,blocked,0,4,4,3449,996.8876566594653
uni_v2,READ,blocked_buffered,0,4,4,2384,1433.9047826283781
uni_v2,READ,blocked,0,4,6,3681,758.0
uni_v2,READ,blocked_buffered,0,4,6,2233,1210.6857560903243
uni_v2,READ,blocked,0,4,10,3753,379.0
uni_v2,READ,blocked_buffered,0,4,10,1195,873.0830430148096
uni_v2,READ,blocked,1,0,4,4394,869.0005753738026
uni_v2,READ,blocked_buffered,1,0,4,3292,1306.0
uni_v2,READ,blocked,1,0,6,4429,578.1764436571244
uni_v2,READ,blocked_buffered,1,0,6,2698,997.2667647124314
uni_v2,READ,blocked,1,0,10,4537,379.0
uni_v2,READ,blocked_buffered,1,0,10,2007,870.0005747124538
uni_v2,READ,blocked,1,1,4,4489,785.794502398687
uni_v2,READ,blocked_buffered,1,1,4,3369,1306.0
uni_v2,READ,blocked,1,1,6,4465,578.3640721898275
uni_v2,READ,blocked_buffered,1,1,6,2900,1000.486381716413
uni_v2,READ,blocked,1,1,10,4545,379.0
uni_v2,READ,blocked_buffered,1,1,10,1952,788.7255542962964
uni_v2,READ,blocked,1,2,4,4160,952.1449469487301
uni_v2,READ,blocked_buffered,1,2,4,3103,1329.394222945173
uni_v2,READ,blocked,1,2,6,4451,579.3461832100044
uni_v2,READ,blocked_buffered,1,2,6,2856,1087.0004599815034
uni_v2,READ,blocked,1,2,10,4522,379.0
uni_v2,READ,blocked_buffered,1,2,10,1938,788.7255542962964
uni_v2,READ,blocked,1,3,4,4396,871.0
uni_v2,READ,blocked_buffered,1,3,4,3216,1328.3166038260608
uni_v2,READ,blocked,1,3,6,4477,578.1764436571244
uni_v2,READ,blocked_buffered,1,3,6,2849,997.07672723818
uni_v2,READ,blocked,1,3,10,4538,379.0
uni_v2,READ,blocked_buffered,1,3,10,1887,787.20835869546
uni_v2,READ,blocked,1,4,4,4277,785.089166910358
uni_v2,READ,blocked_buffered,1,4,4,3065,1213.2229546237324
uni_v2,READ,blocked,1,4,6,4476,578.3640721898275
uni_v2,READ,blocked_buffered,1,4,6,2949,1000.9220748889496
uni_v2,READ,blocked,1,4,10,4480,379.0
uni_v2,READ,blocked_buffered,1,4,10,1819,786.8036603880284
uni_v2,SKCM,blocked,0,0,4,1678,1827.0
uni_v2,SKCM,blocked_buffered,0,0,4,1246,2923.0
uni_v2,SKCM,blocked,0,0,6,1640,1461.0
uni_v2,SKCM,blocked_buffered,0,0,6,995,2557.0
uni_v2,SKCM,blocked,0,0,10,1706,731.0
uni_v2,SKCM,blocked_buffered,0,0,10,574,1863.2994928352232
uni_v2,SKCM,blocked,0,1,4,1600,2192.0
uni_v2,SKCM,blocked_buffered,0,1,4,1229,3289.0
uni_v2,SKCM,blocked,0,1,6,1641,1461.0
uni_v2,SKCM,blocked_buffered,0,1,6,912,2193.0
uni_v2,SKCM,blocked,0,1,10,1735,731.0
uni_v2,SKCM,blocked_buffered,0,1,10,676,2192.0
uni_v2,SKCM,blocked,0,2,4,1700,1528.4259903926213
uni_v2,SKCM,blocked_buffered,0,2,4,1187,2923.0
uni_v2,SKCM,blocked,0,2,6,1700,1461.0
uni_v2,SKCM,blocked_buffered,0,2,6,959,2193.0
uni_v2,SKCM,blocked,0,2,10,1708,731.0
uni_v2,SKCM,blocked_buffered,0,2,10,576,2192.0
uni_v2,SKCM,blocked,0,3,4,1711,2131.04152939355
uni_v2,SKCM,blocked_buffered,0,3,4,1307,2923.0
uni_v2,SKCM,blocked,0,3,6,1684,1461.0
uni_v2,SKCM,blocked_buffered,0,3,6,977,2557.0
uni_v2,SKCM,blocked,0,3,10,1718,731.0
uni_v2,SKCM,blocked_buffered,0,3,10,760,2192.0
uni_v2,SKCM,blocked,0,4,4,1700,1462.0
uni_v2,SKCM,blocked_buffered,0,4,4,1183,2558.0
