name,value,rule,source
b2_classical_boot_coverage__IDC__spot__nL2,0.6135643564356436,"mean over genes, estimands and the three encoder arms; classical estimator",B2_semisynthetic/b2_coverage.csv
b2_classical_cluster_coverage__IDC__spot__nL2,0.9251485148514851,"mean over genes, estimands and the three encoder arms; classical estimator",B2_semisynthetic/b2_coverage.csv
b2_classical_iid_coverage__IDC__spot__nL2,0.047425742574257426,"mean over genes, estimands and the three encoder arms; classical estimator",B2_semisynthetic/b2_coverage.csv
b2_classical_boot_coverage__LYMPH_IDC__donor__nL2,0.55725,"mean over genes, estimands and the three encoder arms; classical estimator",B2_semisynthetic/b2_coverage.csv
b2_classical_cluster_coverage__LYMPH_IDC__donor__nL2,0.8723,"mean over genes, estimands and the three encoder arms; classical estimator",B2_semisynthetic/b2_coverage.csv
b2_classical_iid_coverage__LYMPH_IDC__donor__nL2,0.0,"mean over genes, estimands and the three encoder arms; classical estimator",B2_semisynthetic/b2_coverage.csv
b2_classical_boot_coverage__LYMPH_IDC__spot__nL2,0.5601,"mean over genes, estimands and the three encoder arms; classical estimator",B2_semisynthetic/b2_coverage.csv
b2_classical_cluster_coverage__LYMPH_IDC__spot__nL2,0.88785,"mean over genes, estimands and the three encoder arms; classical estimator",B2_semisynthetic/b2_coverage.csv
b2_classical_iid_coverage__LYMPH_IDC__spot__nL2,0.0574,"mean over genes, estimands and the three encoder arms; classical estimator",B2_semisynthetic/b2_coverage.csv
b2_classical_boot_coverage__PRAD__donor__nL1,0.0,"mean over genes, estimands and the three encoder arms; classical estimator",B2_semisynthetic/b2_coverage.csv
b2_classical_cluster_coverage__PRAD__donor__nL1,,"mean over genes, estimands and the three encoder arms; classical estimator",B2_semisynthetic/b2_coverage.csv
b2_classical_iid_coverage__PRAD__donor__nL1,0.0,"mean over genes, estimands and the three encoder arms; classical estimator",B2_semisynthetic/b2_coverage.csv
b2_classical_boot_coverage__PRAD__spot__nL1,0.0,"mean over genes, estimands and the three encoder arms; classical estimator",B2_semisynthetic/b2_coverage.csv
b2_classical_cluster_coverage__PRAD__spot__nL1,,"mean over genes, estimands and the three encoder arms; classical estimator",B2_semisynthetic/b2_coverage.csv
b2_classical_iid_coverage__PRAD__spot__nL1,0.0,"mean over genes, estimands and the three encoder arms; classical estimator",B2_semisynthetic/b2_coverage.csv
b2_classical_boot_coverage__PRAD_slidemask__spot__nL4,0.5701499999999999,"mean over genes, estimands and the three encoder arms; classical estimator",B2_semisynthetic/b2_coverage.csv
b2_classical_cluster_coverage__PRAD_slidemask__spot__nL4,0.7686499999999999,"mean over genes, estimands and the three encoder arms; classical estimator",B2_semisynthetic/b2_coverage.csv
b2_classical_iid_coverage__PRAD_slidemask__spot__nL4,0.09040000000000001,"mean over genes, estimands and the three encoder arms; classical estimator",B2_semisynthetic/b2_coverage.csv
b2_classical_boot_coverage__PRAD_slidemask__spot__nL8,0.7576499999999999,"mean over genes, estimands and the three encoder arms; classical estimator",B2_semisynthetic/b2_coverage.csv
b2_classical_cluster_coverage__PRAD_slidemask__spot__nL8,0.948,"mean over genes, estimands and the three encoder arms; classical estimator",B2_semisynthetic/b2_coverage.csv
b2_classical_iid_coverage__PRAD_slidemask__spot__nL8,0.10339999999999999,"mean over genes, estimands and the three encoder arms; classical estimator",B2_semisynthetic/b2_coverage.csv
b2_classical_boot_coverage__PRAD_slidemask__spot__nL12,0.85995,"mean over genes, estimands and the three encoder arms; classical estimator",B2_semisynthetic/b2_coverage.csv
b2_classical_cluster_coverage__PRAD_slidemask__spot__nL12,0.9809500000000001,"mean over genes, estimands and the three encoder arms; classical estimator",B2_semisynthetic/b2_coverage.csv
b2_classical_iid_coverage__PRAD_slidemask__spot__nL12,0.12365,"mean over genes, estimands and the three encoder arms; classical estimator",B2_semisynthetic/b2_coverage.csv
b2_width_ratio_cluster_theta3__CCRCC__donor__hoptimus0,0.8740590737393086,"mean PPI-to-classical cluster width ratio over genes and n_L, theta3",B2_semisynthetic/b2_width_ratio.csv
b2_width_ratio_cluster_theta3__CCRCC__donor__permuted,0.9836219861182269,"mean PPI-to-classical cluster width ratio over genes and n_L, theta3",B2_semisynthetic/b2_width_ratio.csv
b2_width_ratio_cluster_theta3__CCRCC__donor__resnet50,0.8910623451777968,"mean PPI-to-classical cluster width ratio over genes and n_L, theta3",B2_semisynthetic/b2_width_ratio.csv
b2_width_ratio_cluster_theta3__CCRCC__donor__uni_v2,0.8448187393902522,"mean PPI-to-classical cluster width ratio over genes and n_L, theta3",B2_semisynthetic/b2_width_ratio.csv
b2_width_ratio_cluster_theta3__CCRCC__spot__hoptimus0,0.7176886970339632,"mean PPI-to-classical cluster width ratio over genes and n_L, theta3",B2_semisynthetic/b2_width_ratio.csv
b2_width_ratio_cluster_theta3__CCRCC__spot__permuted,0.7604154939372785,"mean PPI-to-classical cluster width ratio over genes and n_L, theta3",B2_semisynthetic/b2_width_ratio.csv
b2_width_ratio_cluster_theta3__CCRCC__spot__resnet50,0.7325520355501985,"mean PPI-to-classical cluster width ratio over genes and n_L, theta3",B2_semisynthetic/b2_width_ratio.csv
b2_width_ratio_cluster_theta3__CCRCC__spot__uni_v2,0.7172706249970014,"mean PPI-to-classical cluster width ratio over genes and n_L, theta3",B2_semisynthetic/b2_width_ratio.csv
b2_width_ratio_cluster_theta3__CCRCC_merged__donor__hoptimus0,0.8768247674613641,"mean PPI-to-classical cluster width ratio over genes and n_L, theta3",B2_semisynthetic/b2_width_ratio.csv
b2_width_ratio_cluster_theta3__CCRCC_merged__donor__permuted,0.9949652279448348,"mean PPI-to-classical cluster width ratio over genes and n_L, theta3",B2_semisynthetic/b2_width_ratio.csv
b2_width_ratio_cluster_theta3__CCRCC_merged__donor__resnet50,0.8895425755729771,"mean PPI-to-classical cluster width ratio over genes and n_L, theta3",B2_semisynthetic/b2_width_ratio.csv
b2_width_ratio_cluster_theta3__CCRCC_merged__donor__uni_v2,0.8478173551878336,"mean PPI-to-classical cluster width ratio over genes and n_L, theta3",B2_semisynthetic/b2_width_ratio.csv
b2_width_ratio_cluster_theta3__CCRCC_merged__spot__hoptimus0,0.7227966781284192,"mean PPI-to-classical cluster width ratio over genes and n_L, theta3",B2_semisynthetic/b2_width_ratio.csv
b2_width_ratio_cluster_theta3__CCRCC_merged__spot__permuted,0.7671286963043024,"mean PPI-to-classical cluster width ratio over genes and n_L, theta3",B2_semisynthetic/b2_width_ratio.csv
b2_width_ratio_cluster_theta3__CCRCC_merged__spot__resnet50,0.7394581591782935,"mean PPI-to-classical cluster width ratio over genes and n_L, theta3",B2_semisynthetic/b2_width_ratio.csv
b2_width_ratio_cluster_theta3__CCRCC_merged__spot__uni_v2,0.7247172842339513,"mean PPI-to-classical cluster width ratio over genes and n_L, theta3",B2_semisynthetic/b2_width_ratio.csv
b2_width_ratio_cluster_theta3__LYMPH_IDC__donor__hoptimus0,1.0,"mean PPI-to-classical cluster width ratio over genes and n_L, theta3",B2_semisynthetic/b2_width_ratio.csv
b2_width_ratio_cluster_theta3__LYMPH_IDC__donor__permuted,1.0,"mean PPI-to-classical cluster width ratio over genes and n_L, theta3",B2_semisynthetic/b2_width_ratio.csv
b2_width_ratio_cluster_theta3__LYMPH_IDC__donor__resnet50,1.0,"mean PPI-to-classical cluster width ratio over genes and n_L, theta3",B2_semisynthetic/b2_width_ratio.csv
b2_width_ratio_cluster_theta3__LYMPH_IDC__donor__uni_v2,1.0,"mean PPI-to-classical cluster width ratio over genes and n_L, theta3",B2_semisynthetic/b2_width_ratio.csv
b2_width_ratio_cluster_theta3__LYMPH_IDC__spot__hoptimus0,1.7831097406045446,"mean PPI-to-classical cluster width ratio over genes and n_L, theta3",B2_semisynthetic/b2_width_ratio.csv
b2_width_ratio_cluster_theta3__LYMPH_IDC__spot__permuted,2.0592447212351583,"mean PPI-to-classical cluster width ratio over genes and n_L, theta3",B2_semisynthetic/b2_width_ratio.csv
b2_width_ratio_cluster_theta3__LYMPH_IDC__spot__resnet50,1.9082658922297542,"mean PPI-to-classical cluster width ratio over genes and n_L, theta3",B2_semisynthetic/b2_width_ratio.csv
b2_width_ratio_cluster_theta3__LYMPH_IDC__spot__uni_v2,1.9263820449806521,"mean PPI-to-classical cluster width ratio over genes and n_L, theta3",B2_semisynthetic/b2_width_ratio.csv
layout_spots_benchmark,74220.0,"sum over 24 CCRCC samples, one encoder",D4_expansion/d4_layout_spot_sets.csv
layout_spots_hest,73813.0,"sum over 24 CCRCC samples, one encoder",D4_expansion/d4_layout_spot_sets.csv
layout_spots_benchmark_only,407.0,sum over 24 CCRCC samples,D4_expansion/d4_layout_spot_sets.csv
layout_spots_hest_only,0.0,sum over 24 CCRCC samples,D4_expansion/d4_layout_spot_sets.csv
layout_spots_hest_share_pct,99.45163028833198,100 * hest / benchmark,D4_expansion/d4_layout_spot_sets.csv
jobs_A4a_Scores_n,16.0,count of Slurm jobs,final_report/interval3_jobs.csv
jobs_A4a_Scores_completed,11.0,State == COMPLETED,final_report/interval3_jobs.csv
jobs_A4b_HCP_n,7.0,count of Slurm jobs,final_report/interval3_jobs.csv
jobs_A4b_HCP_completed,6.0,State == COMPLETED,final_report/interval3_jobs.csv
jobs_B1B2_Inference_n,5.0,count of Slurm jobs,final_report/interval3_jobs.csv
jobs_B1B2_Inference_completed,5.0,State == COMPLETED,final_report/interval3_jobs.csv
jobs_D4_Expansion_n,20.0,count of Slurm jobs,final_report/interval3_jobs.csv
jobs_D4_Expansion_completed,17.0,State == COMPLETED,final_report/interval3_jobs.csv
jobs_total,48.0,count of Slurm jobs,final_report/interval3_jobs.csv
jobs_account_rc_htzhu_pi,48.0,Account == rc_htzhu_pi,final_report/interval3_jobs.csv
jobs_A4a_Scores_peak_rss_gb,9.001171112060547,max over jobs of batch-step MaxRSS,final_report/interval3_jobs.csv
jobs_A4b_HCP_peak_rss_gb,6.088600158691406,max over jobs of batch-step MaxRSS,final_report/interval3_jobs.csv
jobs_B1B2_Inference_peak_rss_gb,11.224876403808594,max over jobs of batch-step MaxRSS,final_report/interval3_jobs.csv
jobs_D4_Expansion_peak_rss_gb,15.497337341308594,max over jobs of batch-step MaxRSS,final_report/interval3_jobs.csv
jobs_on_spill,48.0,Partition == spill,final_report/interval3_jobs.csv
