encoder,task,label_set,design,fold,repeat,cal_draw,calibration_unit,n_T,n_C,n_E,weighting,auc,auc_holdout,clip_rate,clip_rate_test,no_support,K,converged,n_eff,n_eff_frac,w_C_min,w_C_max,all_positive_finite,difference_list,clip_value,frac_joined,detail,_source,superseded_label_set
hoptimus0,CCRCC,shipped,donor,INT18,-1,2,donor,35996,17768,4915,W2,,,0.0,0.0,0,,True,17768.0,1.0,1.0,1.0,True,"sees resolution group and, where the task definition defines it, capture session. Nothing else. On every task but PRAD the session field is null for every sample, so the cell is the resolution group alone.",,,"1 calibration cells, 1 test cells",a3_weights__hoptimus0__main.csv,False
hoptimus0,CCRCC,shipped,donor,INT18,-1,2,donor,35996,17768,4915,W3,,,0.0,0.0,0,6.0,True,11624.917987546456,0.6542614806138257,0.0002010050251256,0.0009225092250922,True,sees the unit structure of the calibration set and no features whatever: only which calibration unit each spot belongs to and how many spots that unit has.,,,,a3_weights__hoptimus0__main.csv,False
hoptimus0,CCRCC,shipped,donor,INT19,-1,0,donor,35996,17973,4948,none,,,0.0,0.0,0,,True,17973.0,1.0,1.0,1.0,True,no weights; every calibration spot and the test point carry equal mass. Sees nothing.,,,,a3_weights__hoptimus0__main.csv,False
hoptimus0,CCRCC,shipped,donor,INT19,-1,0,donor,35996,17973,4948,W1,1.0,0.9999993703291352,0.0050075112669003,1.0,0,,True,265.7071160512238,0.0147836819702455,1e-12,0.0073241432683345,True,"sees everything the encoder represents, which includes the slide signature, stain and scanner, not only biology. Trained on the PCA-256 features of C against E from the PCA fit on T.",0.0073241432683345,,,a3_weights__hoptimus0__main.csv,False
hoptimus0,CCRCC,shipped,donor,INT19,-1,0,donor,35996,17973,4948,W1b,0.817319051557539,0.818316648912729,0.00502316235977,0.0310077519379844,0,,True,4146.759362710827,0.2314427282865896,3.757589995935886e-06,58.88709463159177,True,"sees tissue composition only: nuclear count, mean and median nuclear area and the five class fractions. It cannot see the slide as an image. Fitted and evaluated on the morphology-joined subset of spots, with `none` reported on that same subset beside it so the comparison is like for like.",58.88709463159177,0.9955499323764234,,a3_weights__hoptimus0__main.csv,False
hoptimus0,CCRCC,shipped,donor,INT19,-1,0,donor,35996,17973,4948,none_sub,,,0.0,0.0,0,,True,17917.0,1.0,1.0,1.0,True,no weights; every calibration spot and the test point carry equal mass. Sees nothing.,,0.9955499323764234,,a3_weights__hoptimus0__main.csv,False
hoptimus0,CCRCC,shipped,donor,INT19,-1,0,donor,35996,17973,4948,W2,,,0.0,0.0,0,,True,17973.0,1.0,1.0,1.0,True,"sees resolution group and, where the task definition defines it, capture session. Nothing else. On every task but PRAD the session field is null for every sample, so the cell is the resolution group alone.",,,"1 calibration cells, 1 test cells",a3_weights__hoptimus0__main.csv,False
hoptimus0,CCRCC,shipped,donor,INT19,-1,0,donor,35996,17973,4948,W3,,,0.0,0.0,0,6.0,True,15427.826541736991,0.8583890581281362,0.0002010050251256,0.000595947556615,True,sees the unit structure of the calibration set and no features whatever: only which calibration unit each spot belongs to and how many spots that unit has.,,,,a3_weights__hoptimus0__main.csv,False
hoptimus0,CCRCC,shipped,donor,INT19,-1,1,donor,35996,16852,4948,none,,,0.0,0.0,0,,True,16852.0,1.0,1.0,1.0,True,no weights; every calibration spot and the test point carry equal mass. Sees nothing.,,,,a3_weights__hoptimus0__main.csv,False
hoptimus0,CCRCC,shipped,donor,INT19,-1,1,donor,35996,16852,4948,W1,1.0,1.0,0.0050439117018751,1.0,0,,True,340.1821168934885,0.020186453649032,1e-12,0.0076837133583581,True,"sees everything the encoder represents, which includes the slide signature, stain and scanner, not only biology. Trained on the PCA-256 features of C against E from the PCA fit on T.",0.0076837133583581,,,a3_weights__hoptimus0__main.csv,False
hoptimus0,CCRCC,shipped,donor,INT19,-1,1,donor,35996,16852,4948,W1b,0.7822263377727101,0.7862607322140985,0.0050287879892136,0.0,0,,True,968.3688556102986,0.0705756763800232,1.617479760143975e-09,196.84629603823117,True,"sees tissue composition only: nuclear count, mean and median nuclear area and the five class fractions. It cannot see the slide as an image. Fitted and evaluated on the morphology-joined subset of spots, with `none` reported on that same subset beside it so the comparison is like for like.",196.84629603823117,0.8542660550458716,,a3_weights__hoptimus0__main.csv,False
hoptimus0,CCRCC,shipped,donor,INT19,-1,1,donor,35996,16852,4948,none_sub,,,0.0,0.0,0,,True,13721.0,1.0,1.0,1.0,True,no weights; every calibration spot and the test point carry equal mass. Sees nothing.,,0.8542660550458716,,a3_weights__hoptimus0__main.csv,False
hoptimus0,CCRCC,shipped,donor,INT19,-1,1,donor,35996,16852,4948,W2,,,0.0,0.0,0,,True,16852.0,1.0,1.0,1.0,True,"sees resolution group and, where the task definition defines it, capture session. Nothing else. On every task but PRAD the session field is null for every sample, so the cell is the resolution group alone.",,,"1 calibration cells, 1 test cells",a3_weights__hoptimus0__main.csv,False
hoptimus0,CCRCC,shipped,donor,INT19,-1,1,donor,35996,16852,4948,W3,,,0.0,0.0,0,6.0,True,12376.016077444092,0.7343944978307674,0.0002010050251256,0.0009225092250922,True,sees the unit structure of the calibration set and no features whatever: only which calibration unit each spot belongs to and how many spots that unit has.,,,,a3_weights__hoptimus0__main.csv,False
hoptimus0,CCRCC,shipped,donor,INT19,-1,2,donor,35996,16547,4948,none,,,0.0,0.0,0,,True,16547.0,1.0,1.0,1.0,True,no weights; every calibration spot and the test point carry equal mass. Sees nothing.,,,,a3_weights__hoptimus0__main.csv,False
hoptimus0,CCRCC,shipped,donor,INT19,-1,2,donor,35996,16547,4948,W1,1.0,0.9999998045909024,0.005016014987611,1.0,0,,True,244.43642352035735,0.0147722501674235,1e-12,0.0129402541363084,True,"sees everything the encoder represents, which includes the slide signature, stain and scanner, not only biology. Trained on the PCA-256 features of C against E from the PCA fit on T.",0.0129402541363084,,,a3_weights__hoptimus0__main.csv,False
hoptimus0,CCRCC,shipped,donor,INT19,-1,2,donor,35996,16547,4948,W1b,0.8088730554015813,0.8128923899823165,0.0050345747907315,0.0124439004487964,0,,True,4056.220608076707,0.2460403134827554,1e-12,52.31190593401139,True,"sees tissue composition only: nuclear count, mean and median nuclear area and the five class fractions. It cannot see the slide as an image. Fitted and evaluated on the morphology-joined subset of spots, with `none` reported on that same subset beside it so the comparison is like for like.",52.31190593401139,0.9950220981623632,,a3_weights__hoptimus0__main.csv,False
hoptimus0,CCRCC,shipped,donor,INT19,-1,2,donor,35996,16547,4948,none_sub,,,0.0,0.0,0,,True,16486.0,1.0,1.0,1.0,True,no weights; every calibration spot and the test point carry equal mass. Sees nothing.,,0.9950220981623632,,a3_weights__hoptimus0__main.csv,False
hoptimus0,CCRCC,shipped,donor,INT19,-1,2,donor,35996,16547,4948,W2,,,0.0,0.0,0,,True,16547.0,1.0,1.0,1.0,True,"sees resolution group and, where the task definition defines it, capture session. Nothing else. On every task but PRAD the session field is null for every sample, so the cell is the resolution group alone.",,,"1 calibration cells, 1 test cells",a3_weights__hoptimus0__main.csv,False
hoptimus0,CCRCC,shipped,donor,INT19,-1,2,donor,35996,16547,4948,W3,,,0.0,0.0,0,6.0,True,14018.35551693622,0.8471841129471337,0.0002010050251256,0.0006891798759476,True,sees the unit structure of the calibration set and no features whatever: only which calibration unit each spot belongs to and how many spots that unit has.,,,,a3_weights__hoptimus0__main.csv,False
hoptimus0,CCRCC,shipped,donor,INT2,-1,0,donor,35996,17105,2580,none,,,0.0,0.0,0,,True,17105.0,1.0,1.0,1.0,True,no weights; every calibration spot and the test point carry equal mass. Sees nothing.,,,,a3_weights__hoptimus0__main.csv,False
hoptimus0,CCRCC,shipped,donor,INT2,-1,0,donor,35996,17105,2580,W1,1.0,0.999978429074707,0.0050277696579947,1.0,0,,True,197.67120094302365,0.0115563403065199,1e-12,0.1586594758207893,True,"sees everything the encoder represents, which includes the slide signature, stain and scanner, not only biology. Trained on the PCA-256 features of C against E from the PCA fit on T.",0.1586594758207893,,,a3_weights__hoptimus0__main.csv,False
hoptimus0,CCRCC,shipped,donor,INT2,-1,0,donor,35996,17105,2580,W1b,0.7926899544502473,0.7896635789028598,0.0050064789727883,0.0046656298600311,0,,True,6473.1357704722,0.3812660955632112,1e-12,55.93426421567936,True,"sees tissue composition only: nuclear count, mean and median nuclear area and the five class fractions. It cannot see the slide as an image. Fitted and evaluated on the morphology-joined subset of spots, with `none` reported on that same subset beside it so the comparison is like for like.",55.93426421567936,0.9931419862839724,,a3_weights__hoptimus0__main.csv,False
hoptimus0,CCRCC,shipped,donor,INT2,-1,0,donor,35996,17105,2580,none_sub,,,0.0,0.0,0,,True,16978.0,1.0,1.0,1.0,True,no weights; every calibration spot and the test point carry equal mass. Sees nothing.,,0.9931419862839724,,a3_weights__hoptimus0__main.csv,False
hoptimus0,CCRCC,shipped,donor,INT2,-1,0,donor,35996,17105,2580,W2,,,0.0,0.0,0,,True,17105.0,1.0,1.0,1.0,True,"sees resolution group and, where the task definition defines it, capture session. Nothing else. On every task but PRAD the session field is null for every sample, so the cell is the resolution group alone.",,,"1 calibration cells, 1 test cells",a3_weights__hoptimus0__main.csv,False
hoptimus0,CCRCC,shipped,donor,INT2,-1,0,donor,35996,17105,2580,W3,,,0.0,0.0,0,6.0,True,13824.627077733692,0.8082214017967666,0.0002024291497975,0.0007412898443291,True,sees the unit structure of the calibration set and no features whatever: only which calibration unit each spot belongs to and how many spots that unit has.,,,,a3_weights__hoptimus0__main.csv,False
hoptimus0,CCRCC,shipped,donor,INT2,-1,1,donor,35996,17025,2580,none,,,0.0,0.0,0,,True,17025.0,1.0,1.0,1.0,True,no weights; every calibration spot and the test point carry equal mass. Sees nothing.,,,,a3_weights__hoptimus0__main.csv,False
hoptimus0,CCRCC,shipped,donor,INT2,-1,1,donor,35996,17025,2580,W1,1.0,0.9999708607993064,0.0050513950073421,1.0,0,,True,261.57805799050993,0.0153643499553897,1e-12,0.0564670548496195,True,"sees everything the encoder represents, which includes the slide signature, stain and scanner, not only biology. Trained on the PCA-256 features of C against E from the PCA fit on T.",0.0564670548496195,,,a3_weights__hoptimus0__main.csv,False
hoptimus0,CCRCC,shipped,donor,INT2,-1,1,donor,35996,17025,2580,W1b,0.8242396152220591,0.8177071106298867,0.0050162289760991,0.0069984447900466,0,,True,5498.320255388766,0.3244803927641644,8.146674357566936e-05,67.85046343774958,True,"sees tissue composition only: nuclear count, mean and median nuclear area and the five class fractions. It cannot see the slide as an image. Fitted and evaluated on the morphology-joined subset of spots, with `none` reported on that same subset beside it so the comparison is like for like.",67.85046343774958,0.995511349145626,,a3_weights__hoptimus0__main.csv,False
hoptimus0,CCRCC,shipped,donor,INT2,-1,1,donor,35996,17025,2580,none_sub,,,0.0,0.0,0,,True,16945.0,1.0,1.0,1.0,True,no weights; every calibration spot and the test point carry equal mass. Sees nothing.,,0.995511349145626,,a3_weights__hoptimus0__main.csv,False
hoptimus0,CCRCC,shipped,donor,INT2,-1,1,donor,35996,17025,2580,W2,,,0.0,0.0,0,,True,17025.0,1.0,1.0,1.0,True,"sees resolution group and, where the task definition defines it, capture session. Nothing else. On every task but PRAD the session field is null for every sample, so the cell is the resolution group alone.",,,"1 calibration cells, 1 test cells",a3_weights__hoptimus0__main.csv,False
hoptimus0,CCRCC,shipped,donor,INT2,-1,1,donor,35996,17025,2580,W3,,,0.0,0.0,0,6.0,True,12666.336699652576,0.7439845344876695,0.0002021018593371,0.0009225092250922,True,sees the unit structure of the calibration set and no features whatever: only which calibration unit each spot belongs to and how many spots that unit has.,,,,a3_weights__hoptimus0__main.csv,False
hoptimus0,CCRCC,shipped,donor,INT2,-1,2,donor,35996,17316,2580,none,,,0.0,0.0,0,,True,17316.0,1.0,1.0,1.0,True,no weights; every calibration spot and the test point carry equal mass. Sees nothing.,,,,a3_weights__hoptimus0__main.csv,False
hoptimus0,CCRCC,shipped,donor,INT2,-1,2,donor,35996,17316,2580,W1,1.0,0.9996594984967078,0.005024255024255,1.0,0,,True,218.34381815877,0.012609368108037,1e-12,0.3543949631194191,True,"sees everything the encoder represents, which includes the slide signature, stain and scanner, not only biology. Trained on the PCA-256 features of C against E from the PCA fit on T.",0.3543949631194191,,,a3_weights__hoptimus0__main.csv,False
hoptimus0,CCRCC,shipped,donor,INT2,-1,2,donor,35996,17316,2580,W1b,0.8542124769598527,0.8491535445826854,0.0050347222222222,0.0248833592534992,0,,True,4264.848713824148,0.2468083746426011,9.16024932753066e-07,86.50503471681998,True,"sees tissue composition only: nuclear count, mean and median nuclear area and the five class fractions. It cannot see the slide as an image. Fitted and evaluated on the morphology-joined subset of spots, with `none` reported on that same subset beside it so the comparison is like for like.",86.50503471681998,0.9977885002010456,,a3_weights__hoptimus0__main.csv,False
hoptimus0,CCRCC,shipped,donor,INT2,-1,2,donor,35996,17316,2580,none_sub,,,0.0,0.0,0,,True,17280.0,1.0,1.0,1.0,True,no weights; every calibration spot and the test point carry equal mass. Sees nothing.,,0.9977885002010456,,a3_weights__hoptimus0__main.csv,False
hoptimus0,CCRCC,shipped,donor,INT2,-1,2,donor,35996,17316,2580,W2,,,0.0,0.0,0,,True,17316.0,1.0,1.0,1.0,True,"sees resolution group and, where the task definition defines it, capture session. Nothing else. On every task but PRAD the session field is null for every sample, so the cell is the resolution group alone.",,,"1 calibration cells, 1 test cells",a3_weights__hoptimus0__main.csv,False
hoptimus0,CCRCC,shipped,donor,INT2,-1,2,donor,35996,17316,2580,W3,,,0.0,0.0,0,6.0,True,14678.364608459236,0.8476764038149246,0.000203458799593,0.000595947556615,True,sees the unit structure of the calibration set and no features whatever: only which calibration unit each spot belongs to and how many spots that unit has.,,,,a3_weights__hoptimus0__main.csv,False
hoptimus0,CCRCC,shipped,donor,INT20,-1,0,donor,35996,12289,4860,none,,,0.0,0.0,0,,True,12289.0,1.0,1.0,1.0,True,no weights; every calibration spot and the test point carry equal mass. Sees nothing.,,,,a3_weights__hoptimus0__main.csv,False
hoptimus0,CCRCC,shipped,donor,INT20,-1,0,donor,35996,12289,4860,W1,1.0,0.9999999330313044,0.0050451623403043,1.0,0,,True,171.7235813327036,0.0139737636368055,1e-12,0.0097187098308364,True,"sees everything the encoder represents, which includes the slide signature, stain and scanner, not only biology. Trained on the PCA-256 features of C against E from the PCA fit on T.",0.0097187098308364,,,a3_weights__hoptimus0__main.csv,False
hoptimus0,CCRCC,shipped,donor,INT20,-1,0,donor,35996,12289,4860,W1b,0.9525664812336868,0.9517879414874286,0.005016447368421,0.1666666666666666,0,,True,910.1785941708616,0.0748502133364195,1.512182904517523e-09,117.11585245496424,True,"sees tissue composition only: nuclear count, mean and median nuclear area and the five class fractions. It cannot see the slide as an image. Fitted and evaluated on the morphology-joined subset of spots, with `none` reported on that same subset beside it so the comparison is like for like.",117.11585245496424,0.8948626742084087,,a3_weights__hoptimus0__main.csv,False
hoptimus0,CCRCC,shipped,donor,INT20,-1,0,donor,35996,12289,4860,none_sub,,,0.0,0.0,0,,True,12160.0,1.0,1.0,1.0,True,no weights; every calibration spot and the test point carry equal mass. Sees nothing.,,0.8948626742084087,,a3_weights__hoptimus0__main.csv,False
hoptimus0,CCRCC,shipped,donor,INT20,-1,0,donor,35996,12289,4860,W2,,,0.0,0.0,0,,True,12289.0,1.0,1.0,1.0,True,"sees resolution group and, where the task definition defines it, capture session. Nothing else. On every task but PRAD the session field is null for every sample, so the cell is the resolution group alone.",,,"1 calibration cells, 1 test cells",a3_weights__hoptimus0__main.csv,False
hoptimus0,CCRCC,shipped,donor,INT20,-1,0,donor,35996,12289,4860,W3,,,0.0,0.0,0,6.0,True,10669.310250484645,0.8682000366575511,0.0003119151590767,0.0009225092250922,True,sees the unit structure of the calibration set and no features whatever: only which calibration unit each spot belongs to and how many spots that unit has.,,,,a3_weights__hoptimus0__main.csv,False
hoptimus0,CCRCC,shipped,donor,INT20,-1,1,donor,35996,22582,4860,none,,,0.0,0.0,0,,True,22582.0,1.0,1.0,1.0,True,no weights; every calibration spot and the test point carry equal mass. Sees nothing.,,,,a3_weights__hoptimus0__main.csv,False
hoptimus0,CCRCC,shipped,donor,INT20,-1,1,donor,35996,22582,4860,W1,1.0,0.9999989430381384,0.0050039854751572,1.0,0,,True,321.4396292680766,0.0142343295221006,1e-12,0.0072322307465958,True,"sees everything the encoder represents, which includes the slide signature, stain and scanner, not only biology. Trained on the PCA-256 features of C against E from the PCA fit on T.",0.0072322307465958,,,a3_weights__hoptimus0__main.csv,False
hoptimus0,CCRCC,shipped,donor,INT20,-1,1,donor,35996,22582,4860,W1b,0.9639812906541784,0.9655990060663524,0.0050293751112693,0.2705586942875078,0,,True,1192.8243573293032,0.0530899215475032,1e-12,261.2849578446612,True,"sees tissue composition only: nuclear count, mean and median nuclear area and the five class fractions. It cannot see the slide as an image. Fitted and evaluated on the morphology-joined subset of spots, with `none` reported on that same subset beside it so the comparison is like for like.",261.2849578446612,0.9348443990962758,,a3_weights__hoptimus0__main.csv,False
hoptimus0,CCRCC,shipped,donor,INT20,-1,1,donor,35996,22582,4860,none_sub,,,0.0,0.0,0,,True,22468.0,1.0,1.0,1.0,True,no weights; every calibration spot and the test point carry equal mass. Sees nothing.,,0.9348443990962758,,a3_weights__hoptimus0__main.csv,False
hoptimus0,CCRCC,shipped,donor,INT20,-1,1,donor,35996,22582,4860,W2,,,0.0,0.0,0,,True,22582.0,1.0,1.0,1.0,True,"sees resolution group and, where the task definition defines it, capture session. Nothing else. On every task but PRAD the session field is null for every sample, so the cell is the resolution group alone.",,,"1 calibration cells, 1 test cells",a3_weights__hoptimus0__main.csv,False
hoptimus0,CCRCC,shipped,donor,INT20,-1,1,donor,35996,22582,4860,W3,,,0.0,0.0,0,6.0,True,20645.634935747057,0.9142518349015611,0.000203458799593,0.0004982561036372,True,sees the unit structure of the calibration set and no features whatever: only which calibration unit each spot belongs to and how many spots that unit has.,,,,a3_weights__hoptimus0__main.csv,False
hoptimus0,CCRCC,shipped,donor,INT20,-1,2,donor,35996,23616,4860,none,,,0.0,0.0,0,,True,23616.0,1.0,1.0,1.0,True,no weights; every calibration spot and the test point carry equal mass. Sees nothing.,,,,a3_weights__hoptimus0__main.csv,False
hoptimus0,CCRCC,shipped,donor,INT20,-1,2,donor,35996,23616,4860,W1,1.0,0.999997943780878,0.0050389566395663,1.0,0,,True,374.43699585822657,0.0158552250956227,1e-12,0.0241503212453119,True,"sees everything the encoder represents, which includes the slide signature, stain and scanner, not only biology. Trained on the PCA-256 features of C against E from the PCA fit on T.",0.0241503212453119,,,a3_weights__hoptimus0__main.csv,False
hoptimus0,CCRCC,shipped,donor,INT20,-1,2,donor,35996,23616,4860,W1b,0.9642702307103742,0.9627690324477582,0.0050283376656581,0.2699309478970496,0,,True,1168.6118126243173,0.0497980914741687,1e-12,292.0233000355336,True,"sees tissue composition only: nuclear count, mean and median nuclear area and the five class fractions. It cannot see the slide as an image. Fitted and evaluated on the morphology-joined subset of spots, with `none` reported on that same subset beside it so the comparison is like for like.",292.0233000355336,0.9359811771316195,,a3_weights__hoptimus0__main.csv,False
hoptimus0,CCRCC,shipped,donor,INT20,-1,2,donor,35996,23616,4860,none_sub,,,0.0,0.0,0,,True,23467.0,1.0,1.0,1.0,True,no weights; every calibration spot and the test point carry equal mass. Sees nothing.,,0.9359811771316195,,a3_weights__hoptimus0__main.csv,False
hoptimus0,CCRCC,shipped,donor,INT20,-1,2,donor,35996,23616,4860,W2,,,0.0,0.0,0,,True,23616.0,1.0,1.0,1.0,True,"sees resolution group and, where the task definition defines it, capture session. Nothing else. On every task but PRAD the session field is null for every sample, so the cell is the resolution group alone.",,,"1 calibration cells, 1 test cells",a3_weights__hoptimus0__main.csv,False
hoptimus0,CCRCC,shipped,donor,INT20,-1,2,donor,35996,23616,4860,W3,,,0.0,0.0,0,6.0,True,20401.64861784395,0.8638909475713056,0.0002021018593371,0.000595947556615,True,sees the unit structure of the calibration set and no features whatever: only which calibration unit each spot belongs to and how many spots that unit has.,,,,a3_weights__hoptimus0__main.csv,False
hoptimus0,CCRCC,shipped,donor,INT21,-1,0,donor,35996,13913,4975,none,,,0.0,0.0,0,,True,13913.0,1.0,1.0,1.0,True,no weights; every calibration spot and the test point carry equal mass. Sees nothing.,,,,a3_weights__hoptimus0__main.csv,False
hoptimus0,CCRCC,shipped,donor,INT21,-1,0,donor,35996,13913,4975,W1,1.0,0.9999998844532816,0.0050312657227053,1.0,0,,True,341.75677457669417,0.0245638449347153,1e-12,0.0036293369419709,True,"sees everything the encoder represents, which includes the slide signature, stain and scanner, not only biology. Trained on the PCA-256 features of C against E from the PCA fit on T.",0.0036293369419709,,,a3_weights__hoptimus0__main.csv,False
hoptimus0,CCRCC,shipped,donor,INT21,-1,0,donor,35996,13913,4975,W1b,0.894177896081496,0.892310120245681,0.0050592656837236,0.1266895299576356,0,,True,1319.205538341516,0.0953458758558482,8.021994751623888e-05,74.05870738610939,True,"sees tissue composition only: nuclear count, mean and median nuclear area and the five class fractions. It cannot see the slide as an image. Fitted and evaluated on the morphology-joined subset of spots, with `none` reported on that same subset beside it so the comparison is like for like.",74.05870738610939,0.9949703515459551,,a3_weights__hoptimus0__main.csv,False
hoptimus0,CCRCC,shipped,donor,INT21,-1,0,donor,35996,13913,4975,none_sub,,,0.0,0.0,0,,True,13836.0,1.0,1.0,1.0,True,no weights; every calibration spot and the test point carry equal mass. Sees nothing.,,0.9949703515459551,,a3_weights__hoptimus0__main.csv,False
hoptimus0,CCRCC,shipped,donor,INT21,-1,0,donor,35996,13913,4975,W2,,,0.0,0.0,0,,True,13913.0,1.0,1.0,1.0,True,"sees resolution group and, where the task definition defines it, capture session. Nothing else. On every task but PRAD the session field is null for every sample, so the cell is the resolution group alone.",,,"1 calibration cells, 1 test cells",a3_weights__hoptimus0__main.csv,False
hoptimus0,CCRCC,shipped,donor,INT21,-1,0,donor,35996,13913,4975,W3,,,0.0,0.0,0,6.0,True,11011.963674026132,0.7914873624686359,0.0002294104152328,0.0009225092250922,True,sees the unit structure of the calibration set and no features whatever: only which calibration unit each spot belongs to and how many spots that unit has.,,,,a3_weights__hoptimus0__main.csv,False
hoptimus0,CCRCC,shipped,donor,INT21,-1,1,donor,35996,10996,4975,none,,,0.0,0.0,0,,True,10996.0,1.0,1.0,1.0,True,no weights; every calibration spot and the test point carry equal mass. Sees nothing.,,,,a3_weights__hoptimus0__main.csv,False
hoptimus0,CCRCC,shipped,donor,INT21,-1,1,donor,35996,10996,4975,W1,1.0,0.9999994151629532,0.0050018188432157,1.0,0,,True,227.29417538057908,0.0206706234431228,1.87617689704728e-12,0.0018352948198566,True,"sees everything the encoder represents, which includes the slide signature, stain and scanner, not only biology. Trained on the PCA-256 features of C against E from the PCA fit on T.",0.0018352948198566,,,a3_weights__hoptimus0__main.csv,False
hoptimus0,CCRCC,shipped,donor,INT21,-1,1,donor,35996,10996,4975,W1b,0.9099940878570886,0.9108883933642938,0.0050590219224283,0.0004034698406294,0,,True,76.486064209479,0.0080613474082503,9.434391084821905e-08,2703.884210370362,True,"sees tissue composition only: nuclear count, mean and median nuclear area and the five class fractions. It cannot see the slide as an image. Fitted and evaluated on the morphology-joined subset of spots, with `none` reported on that same subset beside it so the comparison is like for like.",2703.884210370362,0.9044518189217956,,a3_weights__hoptimus0__main.csv,False
hoptimus0,CCRCC,shipped,donor,INT21,-1,1,donor,35996,10996,4975,none_sub,,,0.0,0.0,0,,True,9488.0,1.0,1.0,1.0,True,no weights; every calibration spot and the test point carry equal mass. Sees nothing.,,0.9044518189217956,,a3_weights__hoptimus0__main.csv,False
hoptimus0,CCRCC,shipped,donor,INT21,-1,1,donor,35996,10996,4975,W2,,,0.0,0.0,0,,True,10996.0,1.0,1.0,1.0,True,"sees resolution group and, where the task definition defines it, capture session. Nothing else. On every task but PRAD the session field is null for every sample, so the cell is the resolution group alone.",,,"1 calibration cells, 1 test cells",a3_weights__hoptimus0__main.csv,False
hoptimus0,CCRCC,shipped,donor,INT21,-1,1,donor,35996,10996,4975,W3,,,0.0,0.0,0,6.0,True,9209.028007907513,0.8374889057755105,0.0002611647949856,0.0009225092250922,True,sees the unit structure of the calibration set and no features whatever: only which calibration unit each spot belongs to and how many spots that unit has.,,,,a3_weights__hoptimus0__main.csv,False
hoptimus0,CCRCC,shipped,donor,INT21,-1,2,donor,35996,15758,4975,none,,,0.0,0.0,0,,True,15758.0,1.0,1.0,1.0,True,no weights; every calibration spot and the test point carry equal mass. Sees nothing.,,,,a3_weights__hoptimus0__main.csv,False
hoptimus0,CCRCC,shipped,donor,INT21,-1,2,donor,35996,15758,4975,W1,1.0,0.9999994388600248,0.0050133265642848,1.0,0,,True,224.98226959033624,0.0142773365649407,1e-12,0.0069895512219389,True,"sees everything the encoder represents, which includes the slide signature, stain and scanner, not only biology. Trained on the PCA-256 features of C against E from the PCA fit on T.",0.0069895512219389,,,a3_weights__hoptimus0__main.csv,False
hoptimus0,CCRCC,shipped,donor,INT21,-1,2,donor,35996,15758,4975,W1b,0.9140421966891914,0.9115638196363736,0.0050654284508231,0.3423441597740569,0,,True,1771.455816544878,0.1246275373958687,2.9631827660474493e-07,43.88740327805058,True,"sees tissue composition only: nuclear count, mean and median nuclear area and the five class fractions. It cannot see the slide as an image. Fitted and evaluated on the morphology-joined subset of spots, with `none` reported on that same subset beside it so the comparison is like for like.",43.88740327805058,0.9246611681859837,,a3_weights__hoptimus0__main.csv,False
hoptimus0,CCRCC,shipped,donor,INT21,-1,2,donor,35996,15758,4975,none_sub,,,0.0,0.0,0,,True,14214.0,1.0,1.0,1.0,True,no weights; every calibration spot and the test point carry equal mass. Sees nothing.,,0.9246611681859837,,a3_weights__hoptimus0__main.csv,False
hoptimus0,CCRCC,shipped,donor,INT21,-1,2,donor,35996,15758,4975,W2,,,0.0,0.0,0,,True,15758.0,1.0,1.0,1.0,True,"sees resolution group and, where the task definition defines it, capture session. Nothing else. On every task but PRAD the session field is null for every sample, so the cell is the resolution group alone.",,,"1 calibration cells, 1 test cells",a3_weights__hoptimus0__main.csv,False
hoptimus0,CCRCC,shipped,donor,INT21,-1,2,donor,35996,15758,4975,W3,,,0.0,0.0,0,6.0,True,13007.27596986807,0.8254395208699118,0.0002217294900221,0.0006949270326615,True,sees the unit structure of the calibration set and no features whatever: only which calibration unit each spot belongs to and how many spots that unit has.,,,,a3_weights__hoptimus0__main.csv,False
hoptimus0,CCRCC,shipped,donor,INT22,-1,0,donor,35996,17587,3829,none,,,0.0,0.0,0,,True,17587.0,1.0,1.0,1.0,True,no weights; every calibration spot and the test point carry equal mass. Sees nothing.,,,,a3_weights__hoptimus0__main.csv,False
hoptimus0,CCRCC,shipped,donor,INT22,-1,0,donor,35996,17587,3829,W1,1.0,0.9999749413764784,0.0050036959117529,1.0,0,,True,272.40189835120594,0.0154888211947009,1e-12,0.050505135239066,True,"sees everything the encoder represents, which includes the slide signature, stain and scanner, not only biology. Trained on the PCA-256 features of C against E from the PCA fit on T.",0.050505135239066,,,a3_weights__hoptimus0__main.csv,False
hoptimus0,CCRCC,shipped,donor,INT22,-1,0,donor,35996,17587,3829,W1b,0.9157632929214722,0.9131766536401796,0.0050025329280648,0.0807061790668348,0,,True,1958.2307338020792,0.1240014395771326,6.917335354636772e-10,142.2770865574857,True,"sees tissue composition only: nuclear count, mean and median nuclear area and the five class fractions. It cannot see the slide as an image. Fitted and evaluated on the morphology-joined subset of spots, with `none` reported on that same subset beside it so the comparison is like for like.",142.2770865574857,0.8484777736271947,,a3_weights__hoptimus0__main.csv,False
hoptimus0,CCRCC,shipped,donor,INT22,-1,0,donor,35996,17587,3829,none_sub,,,0.0,0.0,0,,True,15792.0,1.0,1.0,1.0,True,no weights; every calibration spot and the test point carry equal mass. Sees nothing.,,0.8484777736271947,,a3_weights__hoptimus0__main.csv,False
