encoder,task,n_spots,n_samples,embed_dim,balanced_acc,accuracy,chance,lift,excess
resnet50,CCRCC,74220,24,1024,0.9688918601798028,0.9702236593909996,0.0416666666666666,23.253404644315268,0.927225193513136
resnet50,COAD,15651,4,1024,0.994853901667255,0.9953151618398636,0.25,3.97941560666902,0.744853901667255
resnet50,HCC,4196,2,1024,0.9961866837218982,0.9960285941223193,0.5,1.9923733674437965,0.4961866837218982
resnet50,IDC,35536,4,1024,0.9959814209262082,0.9949348091173436,0.25,3.983925683704833,0.7459814209262082
resnet50,LUNG,5206,2,1024,0.9893807697496484,0.9910371318822024,0.5,1.9787615394992968,0.4893807697496483
resnet50,LYMPH_IDC,19964,4,1024,0.9626049973940298,0.9626043405676128,0.25,3.8504199895761193,0.7126049973940298
resnet50,PAAD,7571,3,1024,0.9894338714878927,0.9889964788732394,0.3333333333333333,2.968301614463679,0.6561005381545595
resnet50,PRAD,62710,23,1024,0.9350426533459892,0.9395099133577846,0.0434782608695652,21.505981026957752,0.891564392476424
resnet50,READ,8407,4,1024,0.9831249657443168,0.9829567974633372,0.25,3.9324998629772674,0.7331249657443168
resnet50,SKCM,3034,2,1024,1.0,1.0,0.5,2.0,0.5
ctranspath,CCRCC,74220,24,768,0.988453293954922,0.990029641606036,0.0416666666666666,23.72287905491813,0.9467866272882556
ctranspath,COAD,15651,4,768,0.9957798573924106,0.9961669505962522,0.25,3.9831194295696424,0.7457798573924106
ctranspath,HCC,4196,2,768,0.9991408934707904,0.999205718824464,0.5,1.9982817869415808,0.4991408934707904
ctranspath,IDC,35536,4,768,0.997237078640526,0.9965294062470688,0.25,3.988948314562104,0.747237078640526
ctranspath,LUNG,5206,2,768,0.9979570990806944,0.997439180537772,0.5,1.995914198161389,0.4979570990806945
ctranspath,LYMPH_IDC,19964,4,768,0.9731230321355387,0.9731218697829715,0.25,3.892492128542155,0.7231230321355389
ctranspath,PAAD,7571,3,768,0.9953719192874828,0.9955985915492958,0.3333333333333333,2.986115757862448,0.6620385859541493
ctranspath,PRAD,62710,23,768,0.9602080141928973,0.9628448413331208,0.0434782608695652,22.084784326436633,0.916729753323332
ctranspath,READ,8407,4,768,0.970956909509085,0.9694807768529528,0.25,3.88382763803634,0.720956909509085
ctranspath,SKCM,3034,2,768,0.9967992943170844,0.9967069154774972,0.5,1.9935985886341685,0.4967992943170842
phikon,CCRCC,74220,24,768,0.99465392526132,0.996631635677715,0.0416666666666666,23.87169420627168,0.9529872585946534
phikon,COAD,15651,4,768,0.998128406946298,0.9982964224872232,0.25,3.992513627785192,0.7481284069462979
phikon,HCC,4196,2,768,0.9984023410335674,0.9984114376489276,0.5,1.9968046820671348,0.4984023410335674
phikon,IDC,35536,4,768,0.9996517638996484,0.999343401181878,0.25,3.9986070555985935,0.7496517638996484
