encoder,held_task,n_genes_shared,n_ctrl_excluded,n_train_across,n_test,n_folds_within,n_train_within,pearson_within,pearson_across,pearson_across_matched,across_task_shift,across_task_shift_matched,train_tasks
hoptimus0,COAD,14,61,51347,15651,2,7825,0.602083683013916,0.5490306615829468,0.5809969305992126,0.05305302143096924,0.02108675241470337,IDC|LUNG|PAAD|SKCM
hoptimus0,IDC,14,61,31462,35536,4,26652,0.6408601179718971,0.5363088250160217,0.529702678322792,0.1045512929558754,0.11115743964910507,COAD|LUNG|PAAD|SKCM
hoptimus0,LUNG,14,61,61792,5206,2,2603,0.6992068588733673,0.6720191836357117,0.708776444196701,0.02718767523765564,-0.00956958532333374,COAD|IDC|PAAD|SKCM
hoptimus0,PAAD,14,61,59427,7571,3,5047,0.5558507442474365,0.567289412021637,0.5623900890350342,-0.01143866777420044,-0.006539344787597656,COAD|IDC|LUNG|SKCM
hoptimus0,SKCM,14,61,63964,3034,2,1517,0.6870652139186859,0.7103011012077332,0.6778475046157837,-0.02323588728904724,0.009217709302902222,COAD|IDC|LUNG|PAAD
