encoder,task,held_slide,n_slides,m_test,n_train,n_genes,pearson_cross,pearson_within,site_shift,test_slides_in_train
uni_v1,CCRCC,INT1,24,1084,73136,50,0.0904742181301117,0.6376590132713318,0.5471847951412201,24
uni_v1,CCRCC,INT10,24,1983,72237,50,0.4795624017715454,0.62196946144104,0.14240705966949463,24
uni_v1,CCRCC,INT11,24,1439,72781,50,0.07124720513820648,0.6416051983833313,0.5703579932451248,24
uni_v1,CCRCC,INT12,24,1451,72769,50,0.11691386252641678,0.6443254351615906,0.5274115726351738,24
uni_v1,CCRCC,INT13,24,4359,69861,50,0.07307863980531693,0.6300838589668274,0.5570052191615105,24
uni_v1,CCRCC,INT14,24,4562,69658,50,0.06600534915924072,0.6417592763900757,0.575753927230835,24
uni_v1,CCRCC,INT15,24,4940,69280,50,0.1815372109413147,0.641558051109314,0.46002084016799927,24
uni_v1,CCRCC,INT16,24,3206,71014,50,0.13826757669448853,0.6365595459938049,0.4982919692993164,24
uni_v1,CCRCC,INT17,24,3585,70635,50,0.10571932047605515,0.6453895568847656,0.5396702364087105,24
uni_v1,CCRCC,INT18,24,4915,69305,50,0.2783069312572479,0.6383613348007202,0.3600544035434723,24
uni_v1,CCRCC,INT19,24,4948,69272,50,0.20474106073379517,0.6403013467788696,0.43556028604507446,24
uni_v1,CCRCC,INT2,24,2580,71640,50,0.22493880987167358,0.6444639563560486,0.419525146484375,24
uni_v1,CCRCC,INT20,24,4860,69360,50,0.11618056148290634,0.6446826457977295,0.5285020843148232,24
uni_v1,CCRCC,INT21,24,4975,69245,50,0.26399126648902893,0.6451110243797302,0.3811197578907013,24
uni_v1,CCRCC,INT22,24,3829,70391,50,0.17820574343204498,0.6444625854492188,0.46625684201717377,24
uni_v1,CCRCC,INT23,24,4755,69465,50,0.0810190960764885,0.6383848190307617,0.5573657229542732,24
uni_v1,CCRCC,INT24,24,4510,69710,50,0.27104446291923523,0.6326542496681213,0.3616097867488861,24
uni_v1,CCRCC,INT3,24,2007,72213,50,0.19265860319137573,0.6456751227378845,0.4530165195465088,24
uni_v1,CCRCC,INT4,24,1349,72871,50,0.20910221338272095,0.6383758783340454,0.42927366495132446,24
uni_v1,CCRCC,INT5,24,1186,73034,50,0.49719104170799255,0.6490929126739502,0.15190187096595764,24
uni_v1,CCRCC,INT6,24,1678,72542,50,0.22850853204727173,0.6432059407234192,0.41469740867614746,24
uni_v1,CCRCC,INT7,24,2374,71846,50,0.005755665246397257,0.6322391033172607,0.6264834380708635,24
uni_v1,CCRCC,INT8,24,1949,72271,50,0.12660039961338043,0.6365097165107727,0.5099093168973923,24
uni_v1,CCRCC,INT9,24,1696,72524,50,0.33313775062561035,0.6255318522453308,0.29239410161972046,24
uni_v1,COAD,TENX111,4,5079,10572,50,0.29247474670410156,0.7409526109695435,0.4484778642654419,4
uni_v1,COAD,TENX147,4,3417,12234,50,0.5819780230522156,0.749051034450531,0.16707301139831543,4
uni_v1,COAD,TENX148,4,3535,12116,50,0.5320919156074524,0.7409708499908447,0.20887893438339233,4
uni_v1,COAD,TENX149,4,3620,12031,50,0.6133201718330383,0.7325210571289062,0.11920088529586792,4
uni_v1,IDC,NCBI783,4,3005,32531,50,0.669568657875061,0.8020559549331665,0.13248729705810547,4
uni_v1,IDC,NCBI785,4,4010,31526,50,0.547707200050354,0.8064560890197754,0.2587488889694214,4
uni_v1,IDC,TENX95,4,7760,27776,50,0.6182103753089905,0.7997393012046814,0.18152892589569092,4
uni_v1,IDC,TENX99,4,20761,14775,50,0.45856136083602905,0.7988949418067932,0.34033358097076416,4
uni_v1,LYMPH_IDC,NCBI681,4,4992,14972,50,0.22286471724510193,0.6753860712051392,0.45252135396003723,4
uni_v1,LYMPH_IDC,NCBI682,4,4988,14976,50,0.2869293987751007,0.6750543117523193,0.38812491297721863,4
uni_v1,LYMPH_IDC,NCBI683,4,4992,14972,50,0.20330573618412018,0.6804207563400269,0.4771150201559067,4
uni_v1,LYMPH_IDC,NCBI684,4,4992,14972,50,0.31023287773132324,0.6776872277259827,0.3674543499946594,4
uni_v1,PAAD,TENX116,3,2010,5561,50,0.42406460642814636,0.7617958784103394,0.337731271982193,3
uni_v1,PAAD,TENX126,3,1951,5620,50,0.437900573015213,0.7557657361030579,0.31786516308784485,3
uni_v1,PAAD,TENX140,3,3610,3961,50,0.5799549221992493,0.7566052079200745,0.1766502857208252,3
uni_v1,PRAD,MEND139,23,3749,58961,50,0.1457589864730835,0.5680034756660461,0.42224448919296265,23
uni_v1,PRAD,MEND140,23,1935,60775,50,0.48766201734542847,0.5557444095611572,0.06808239221572876,23
uni_v1,PRAD,MEND141,23,1794,60916,50,0.5165511965751648,0.5790257453918457,0.06247454881668091,23
uni_v1,PRAD,MEND142,23,2997,59713,50,0.2961428761482239,0.5638062953948975,0.2676634192466736,23
uni_v1,PRAD,MEND143,23,3816,58894,50,0.26204952597618103,0.5654531121253967,0.3034035861492157,23
uni_v1,PRAD,MEND144,23,4074,58636,50,0.15166279673576355,0.5540356040000916,0.402372807264328,23
uni_v1,PRAD,MEND145,23,1418,61292,50,0.4106843173503876,0.5525961518287659,0.1419118344783783,23
uni_v1,PRAD,MEND146,23,1964,60746,50,0.34152600169181824,0.5678557753562927,0.2263297736644745,23
uni_v1,PRAD,MEND147,23,2335,60375,50,0.314035564661026,0.5664687156677246,0.2524331510066986,23
